Article_ID,Numbered_Source_Text,Original_Abstractive_Summary,Your_Extractive_Labels
86871,"[0] കൊച്ചി: ദുല്‍ഖര്‍ സല്‍മാന്റെ ബിഗ് ബജറ്റ് ചിത്രമായ കുറുപ്പ് റിലീസ് നീളുന്നു
[1] മലയാള സിനിമയ്ക്ക് തന്നെ പ്രതീക്ഷയുള്ള ചിത്രം കൂടിയാണിത്
[2] ഔദ്യോഗികമായി ചിത്രത്തിന്റെ ബജറ്റ് പ്രഖ്യാപിച്ചിട്ടില്ലെങ്കിലും ദുല്‍ഖറിന്റെ കരിയറിലെ ഏറ്റവും ചെലവേറിയ ചിത്രമെന്ന വിശേഷണവും ഇതിനുണ്ട്
[3] കേരളത്തില്‍ തിയേറ്റര്‍ എന്ന് തുറക്കുമെന്ന് അറിയാത്ത സാഹചര്യത്തില്‍ ചിത്രത്തിലെ റിലീസ് തിയതിയും പ്രഖ്യാപിച്ചിട്ടില്ല
[4] സംസ്ഥാനത്തെ കുപ്രസിദ്ധ പിടികിട്ടാപ്പുള്ള സുകുമാരക്കുറുപ്പിന്റെ ജീവിതത്തെ ആസ്പദമാക്കിയാണ് കുറുപ്പ് ഒരുങ്ങുന്നത്
[5] ദുല്‍ഖര്‍ സല്‍മാനാണ് സുകുമാരക്കുറുപ്പിനെ അവതരിപ്പിക്കുന്നത്
[6] കേരളം, അഹമ്മദാബാദ്, മുംബൈ, ദുബായ്, മംഗളൂരു, മൈസൂരു എന്നിവിടങ്ങളിലായിരുന്നു കുറുപ്പിന്റെ ചിത്രീകരണം
[7] എന്നാല്‍ തിയേറ്റര്‍ എന്ന് തുറക്കുമെന്ന് അറിയാത്തതിനാല്‍ റിലീസ് എന്നായിരിക്കുമെന്നും വ്യക്തമല്ല
[8] 2020 മെയ് മാസത്തില്‍ റിലീസ് ചെയ്യേണ്ടതായിരുന്നു ചിത്രം
[9] ഒരു കൊല്ലത്തോളം കൊവിഡ് കാരണം വൈകിയിരിക്കുകയാണ്
[10] നേരത്തെ തിയേറ്റര്‍ തുറന്ന് പ്രീസ്റ്റ് അടക്കമുള്ള ചിത്രങ്ങള്‍ റിലീസ് ചെയ്തിരുന്നപ്പോഴും കുറുപ്പും മരയ്ക്കാറും അടങ്ങുന്ന ബിഗ് ബജറ്റ് ചിത്രങ്ങള്‍ റിലീസായിരുന്നില്ല",നേരത്തെ തിയേറ്റർ തുറന്ന് പ്രീസ്റ്റ് അടക്കമുള്ള ചിത്രങ്ങൾ റിലീസ് ചെയ്തിരുന്നപ്പോഴും കുറുപ്പും മരയ്ക്കാറും അടങ്ങുന്ന ബിഗ് ബജറ്റ് ചിത്രങ്ങൾ റിലീസായിരുന്നില്ല. ഔദ്യോഗികമായി ചിത്രത്തിന്റെ ബജറ്റ് പ്രഖ്യാപിച്ചിട്ടില്ലെങ്കിലും ദുൽഖറിന്റെ കരിയറിലെ ഏറ്റവും ചെലവേറിയ ചിത്രമെന്ന വിശേഷണവും ഇതിനുണ്ട്.,"0, 1, 2"
62008,"[0] ഇസ്ലാമാബാദ്: പാകിസ്താന്‍ പ്രധാനമന്ത്രിയായി മിനയാന്‍ മുഹമ്മദ് നവാസ് ഷെരീഫ് സത്യപ്രതിഞ്ജ ചെയ്തു
[1] ഐവാന്‍ ഇ സര്‍ദാറില്‍ (പാക്-പ്രസിനഡന്റിന്റെ കാര്യാലയം) വച്ചാണ് സത്യപ്രതിഞ്ജ നടന്നത്
[2] പ്രസിഡന്റ് ആസിഫ് അലി സര്‍ദാരി പുതിയ പ്രധാനമന്ത്രിക്ക് സത്യവാചകം ചൊല്ലിക്കൊടുത്തു
[3] ചടങ്ങില്‍ മിര്‍ ഹസര്‍ ഘോസോ, ക്യാബിനറ്റ് മന്ത്രിമാര്‍, പാര്‍ലമെന്റ് അംഗങ്ങള്‍ രാഷ്ട്രീയ നേതാക്കള്‍ ഉന്നത ഉദ്യോഗസ്ഥര്‍ എന്നിവര്‍ പങ്കെടുത്തു
[4] മൂന്നില്‍ രണ്ട് ഭൂരി പക്ഷം നേടിയാണ് നവാസ് ഷെരീഫിന്റെ പാര്‍ട്ടി പി എം എല്‍- എന്‍ അധിനകാരത്തിലെത്തുന്നത്
[5] 244 ല് വോട്ടുകളാണ് അദ്ദേഹത്തിന് ലഭിച്ചത്
[6] എതിര്‍ത്ത മക്ദൂന്‍ അമീന്‍ ഫാഹിം, പാക്കിസ്ഥാന്‍ പീപ്പിള്‍സ് ഡെമോക്രാറ്റിക്ക് പാര്‍ട്ടി 44 വോട്ട്, മക്ദൂം ജാവേദ് ഹാഷ്മി 31 വോട്ട് എന്നിങ്ങനെയാണ് ലഭിച്ചത്","എതിർത്ത മക്ദൂൻ അമീൻ ഫാഹിം, പാക്കിസ്ഥാൻ പീപ്പിൾസ് ഡെമോക്രാറ്റിക്ക് പാർട്ടി 44 വോട്ട്, മക്ദൂം ജാവേദ് ഹാഷ്മി 31 വോട്ട് എന്നിങ്ങനെയാണ് ലഭിച്ചത്. ചടങ്ങിൽ മിർ ഹസർ ഘോസോ, ക്യാബിനറ്റ് മന്ത്രിമാർ, പാർലമെന്റ് അംഗങ്ങൾ രാഷ്ട്രീയ നേതാക്കൾ ഉന്നത ഉദ്യോഗസ്ഥർ എന്നിവർ പങ്കെടുത്തു.","0, 1, 6"
15384,"[0] ന്യൂഡൽഹി ∙ പ്രധാനമന്ത്രി നരേന്ദ്രമോദിയുടെ ഉപദേഷ്ടാവ് അമർജിത് സിൻഹ രാജിവച്ചു
[1] കഴിഞ്ഞ മാസം അവസാനമായിരുന്നു രാജിയെങ്കിലും കഴിഞ്ഞ ദിവസമാണു വിവരം പുറത്തു വന്നത്
[2] 6 മാസത്തിനിടെ രാജിവയ്ക്കുന്ന രണ്ടാമത്തെ ഉപദേശകനാണിത്
[3] മുഖ്യ ഉപദേഷ്ടാവ് പി.കെ
[4] സിൻഹ ഈ വർഷമാദ്യം രാജിവച്ചിരുന്നു",കഴിഞ്ഞ മാസം അവസാനമായിരുന്നു രാജിയെങ്കിലും കഴിഞ്ഞ ദിവസമാണു വിവരം പുറത്തു വന്നത്. ∙ പ്രധാനമന്ത്രി നരേന്ദ്രമോദിയുടെ ഉപദേഷ്ടാവ് അമർജിത് സിൻഹ രാജിവച്ചു.,"0, 1, 2"
70721,"[0] ദിവസങ്ങൾക്കൂള്ളിൽ സോഷ്യൽ മീഡിയയിൽ ഏറെ ചർച്ചയായ ആപ്ലിക്കേഷനാണ് സറാഹാഹ്
[1] മാസങ്ങൾക്ക് മുൻപ് അവതരിപ്പിച്ച ഈ ആപ്പ് കഴിഞ്ഞ കുറച്ച് ദിവസമായി ഇന്ത്യക്കരുടെ പ്രിയപ്പെട്ടതായി മാറിയിരിക്കുകയാണ്.സ്മാർട്ട് ഫോണുകളിലൂടേയും മറ്റ് സ്മാർട്ട് ഡിവൈസുകളില്‍ നിന്ന് അജ്ഞാത സന്ദേശങ്ങളും മറ്റു പോസ്റ്റുകളിൽ ആളെ വ്യക്തമാക്കാതെ അയക്കാൻ സഹായിക്കുന്ന ആപ്പാണ് സറാഹാഹ്
[2] ഇന്നത്തെ ജനങ്ങൾ ഓരോ വിഷയത്തിലും പരസ്യനിലപാട് അറിയിക്കാൻ മടിക്കുന്നവരാണ്
[3] അവരെ സഹായിക്കാനാണ് ആപ്പ് വികസിപ്പിച്ചെടുത്തത്
[4] ആദ്യകാലത്ത് ഈ ആപ്ലിക്കേഷനെ കുറിച്ച് കാര്യമായ വിവരങ്ങൾ ലഭ്യമല്ലായിരുന്നില്ല
[5] എന്നാൽ സംഭവം ഇന്ത്യക്കാർ ഏറ്റെടുത്തതോടെ സംഭവം സൂപ്പർ ഹിറ്റായി
[6] ഇപ്പോൾ പ്ലേ സ്റ്റോറിൽ ഇവനാണ് താരം.അജ്ഞാത കമന്റുകളും സന്ദേശങ്ങളും പ്രോത്സാഹിപ്പിക്കുന്ന ആപ്പ് ടെക് ലോകത്ത് ഹിറ്റായി കഴിഞ്ഞു
[7] സൗദി സ്വദേശി അലാബ്ദിൻ തൗഫീഖാണ് സറാഹ്ഹിനു പിന്നിൽ",മാസങ്ങൾക്ക് മുൻപ് അവതരിപ്പിച്ച ഈ ആപ്പ് കഴിഞ്ഞ കുറച്ച് ദിവസമായി ഇന്ത്യക്കരുടെ പ്രിയപ്പെട്ടതായി മാറിയിരിക്കുകയാണ്.സ്മാർട്ട് ഫോണുകളിലൂടേയും മറ്റ് സ്മാർട്ട് ഡിവൈസുകളിൽ നിന്ന് അജ്ഞാത സന്ദേശങ്ങളും മറ്റു പോസ്റ്റുകളിൽ ആളെ വ്യക്തമാക്കാതെ അയക്കാൻ സഹായിക്കുന്ന ആപ്പാണ് സറാഹാഹ്. ഇപ്പോൾ പ്ലേ സ്റ്റോറിൽ ഇവനാണ് താരം.അജ്ഞാത കമന്റുകളും സന്ദേശങ്ങളും പ്രോത്സാഹിപ്പിക്കുന്ന ആപ്പ് ടെക് ലോകത്ത് ഹിറ്റായി കഴിഞ്ഞു.,"0, 1, 2"
18767,"[0] ലക്നൗ ∙ ലോക്സഭാ തിരഞ്ഞെടുപ്പിലുണ്ടായ തിരിച്ചടിയുടെ പശ്ചാത്തലത്തിൽ സമാജ്‌വാദി പാർട്ടിയിൽ (എസ്‌പി) വൻ അഴിച്ചുപണിയുമായി അധ്യക്ഷൻ അഖിലേഷ് യാദവ്
[1] സംസ്ഥാന നിർവാഹക സമിതി, ജില്ലാക്കമ്മിറ്റികൾ, യുവജനവിഭാഗങ്ങൾ എന്നിവയടക്കം എല്ലാ യൂണിറ്റുകളും പിരിച്ചുവിട്ടു
[2] എന്നാൽ സംസ്ഥാന പ്രസിഡന്റ് നരീഷ് ഉത്തമിനെ പദവിയിൽ നിലനിർത്തി
[3] പുതിയ നിർവാഹക സമിതി ഉടൻ രൂപീകരിക്കുമെന്ന് പാർട്ടി വൃത്തങ്ങൾ പറഞ്ഞു
[4] ബിഎസ്‌പിയും ആർഎൽഡിയുമായി സഖ്യമുണ്ടാക്കിയിട്ടും ലോക്സഭാ തിരഞ്ഞെടുപ്പിൽ എസ്പിക്ക് 5 സീറ്റാണ് ലഭിച്ചത്",∙ ലോക്സഭാ തിരഞ്ഞെടുപ്പിലുണ്ടായ തിരിച്ചടിയുടെ പശ്ചാത്തലത്തിൽ സമാജ്വാദി പാർട്ടിയിൽ (എസ്പി) വൻ അഴിച്ചുപണിയുമായി അധ്യക്ഷൻ അഖിലേഷ് യാദവ്. ബിഎസ്പിയും ആർഎൽഡിയുമായി സഖ്യമുണ്ടാക്കിയിട്ടും ലോക്സഭാ തിരഞ്ഞെടുപ്പിൽ എസ്പിക്ക് 5 സീറ്റാണ് ലഭിച്ചത്.,"0, 1, 4"
54924,"[0] കോട്ടയം: ക്രൈസ്‌തവ പുരോഹിതരില്‍ ചിലര്‍ക്ക്‌ രാഷ്ട്രീയമുണ്ടെന്ന്‌ സിപിഎം സംസ്ഥാന സെക്രട്ടറി പിണറായി വിജയന്‍
[1] ആ രാഷ്ട്രീയം വെച്ചാണ്‌ അവര്‍ സിപിഎമ്മിനെ ആക്രമിയ്‌ക്കാന്‍ ശ്രമിയ്‌ക്കുന്നതെന്നും അദ്ദേഹം പറഞ്ഞു
[2] പുരോഹിതര്‍ ഈ ശ്രമം തുടര്‍ന്നാല്‍ ശക്തമായിത്തന്നെ നേരിടും
[3] കമ്യൂണിസ്റ്റ്‌ വിശ്വാസം പടിയ്‌ക്കുപുറത്തുവെച്ച്‌ സഭയിലേയ്‌ക്ക്‌ വന്നാല്‍ മതിയെന്ന വൈദികരുടെ നിലപാട്‌ ഒരിയ്‌ക്കലും പ്രായോഗികമല്ല
[4] പാര്‍ട്ടിയില്‍ നല്ലൊരു വിഭാഗം വിശ്വാസികളാണ്‌",കമ്യൂണിസ്റ്റ് വിശ്വാസം പടിയ്ക്കുപുറത്തുവെച്ച് സഭയിലേയ്ക്ക് വന്നാൽ മതിയെന്ന വൈദികരുടെ നിലപാട് ഒരിയ്ക്കലും പ്രായോഗികമല്ല. ക്രൈസ്തവ പുരോഹിതരിൽ ചിലർക്ക് രാഷ്ട്രീയമുണ്ടെന്ന് സിപിഎം സംസ്ഥാന സെക്രട്ടറി പിണറായി വിജയൻ.,"0, 1, 2"
3591,"[0] തിരുവനന്തപുരം ∙ സംസ്ഥാനത്ത് ഇന്നലെ 4875 പേർക്കു കോവിഡ്
[1] പരിശോധിച്ചത് 52,655 സാംപിളുകൾ
[2] പോസിറ്റിവിറ്റി നിരക്ക് 9.26 %
[3] ചികിത്സയിലായിരുന്ന 4647 പേർ കൂടി കോവിഡ് മുക്തരായി
[4] മരണം 2500 കവിഞ്ഞു; ഇന്നലെ സ്ഥിരീകരിച്ച 35 മരണങ്ങൾ കൂടി ചേർക്കുമ്പോൾ ആകെ 2507",മരണം 2500 കവിഞ്ഞു; ഇന്നലെ സ്ഥിരീകരിച്ച 35 മരണങ്ങൾ കൂടി ചേർക്കുമ്പോൾ ആകെ 2507. ∙ സംസ്ഥാനത്ത് ഇന്നലെ 4875 പേർക്കു കോവിഡ്.,"0, 1, 4"
78788,"[0] പാലക്കാട്: സാധാരണക്കാരന് ബെന്‍സും ബിഎംഡബ്ല്യുയുവുമൊക്കെ സത്യം പറഞ്ഞാല്‍ ഓട്ടോറിക്ഷയാണ്
[1] അത്യാവശ്യക്കാര്യങ്ങള്‍ക്ക് എപ്പോഴും സഞ്ചരിക്കാവുന്നതാണ് ഓട്ടോറിക്ഷയെ സാധാരണക്കാര്‍ക്ക് എപ്പോഴും പ്രിയപ്പെട്ടതാക്കുന്നത്
[2] എന്നാല്‍ ലോക്ഡൗണ്‍ വന്നതോടെ പ്രിയപ്പെട്ട വാഹനം ഇപ്പോള്‍ ഷെഡിലാണ്
[3] എവിടേക്ക് പോകാനാണ്
[4] അമ്പലത്തില്‍ പോകാനായാലും ആശുപത്രിയില്‍ പോകാനായാലും ഓട്ടോ വിളിക്കെന്നാണ് മലയാളികളുടെ ആദ്യ വാക്ക്
[5] എന്നാല്‍ ഓട്ടോ ഡ്രൈവര്‍മാരടക്കം ഇപ്പോള്‍ പട്ടിണിയുടെ വക്കിലാണ്
[6] ലോക്ഡൗണ്‍ പിന്‍വലിച്ചാലും ഇവരുടെ പ്രശ്‌നം പെട്ടെന്ന് തീരുമോ എന്നും ഉറപ്പില്ല
[7] നാട്ടിന്‍പുറങ്ങളിലെ ചെറിയ ബസ് സ്റ്റോപ്പുകളില്‍ പോലും അഞ്ചും പത്തും ഓട്ടോറിക്ഷകളാണ് ഉള്ളത്
[8] ഇത്തിരി തിരക്കേറിയ കൂട്ടുപാതയാണെങ്കില്‍ നാല്‍പത് ഓട്ടോറിക്ഷകള്‍ വരെയുണ്ടാവും
[9] പാലക്കാട് താരതമ്യേന ചെറിയ നഗരമാണ്
[10] എന്നാല്‍ ഇവിടെ മാത്രം അയ്യായിരത്തിലേറെ ഓട്ടോറിക്ഷകളാണ് ഓടുന്നത്
[11] ഇവരൊക്കെ ഇനി എന്താണ് ചെയ്യേണ്ടതെന്നറിയാത്ത അവസ്ഥയിലാണ്",ലോക്ഡൌൺ പിൻവലിച്ചാലും ഇവരുടെ പ്രശ്നം പെട്ടെന്ന് തീരുമോ എന്നും ഉറപ്പില്ല. നാട്ടിൻപുറങ്ങളിലെ ചെറിയ ബസ് സ്റ്റോപ്പുകളിൽ പോലും അഞ്ചും പത്തും ഓട്ടോറിക്ഷകളാണ് ഉള്ളത്.,"0, 1, 2"
86619,"[0] ആലപ്പുഴ: ചേര്‍ത്തലയില്‍ 25കാരിയായ യുവതി മരണപ്പെട്ട സംഭവത്തില്‍ സഹോദരി ഭര്‍ത്താവ് പൊലീസ് കസ്റ്റഡിയില്‍
[1] അവിവാഹിതയായ ഭാര്യ സഹോദരിയെ കൊലപ്പെടുത്തിയതാണെന്ന് അറസ്റ്റിലായ സഹോദരി ഭര്‍ത്താന് പുത്തന്‍കാട്ടില്‍ രതീഷ് സമ്മതിച്ചു
[2] വര്‍ക്ക് ഷോപ്പ് ജീവനക്കാരനായ ഇയാളുടെ ഭാര്യ നീതുവിന്റെ സഹോദരിയാണ് കൊല്ലപ്പെട്ട ഹരികൃഷ്ണ
[3] കൊല്ലപ്പെട്ട ഹരികൃഷ്ണയും രതീഷും തമ്മില്‍ പ്രണയത്തിലായിരുന്നെന്നും മറ്റൊരു യുവാവുമായുള്ള ബന്ധത്തെ തുടര്‍ന്നുണ്ടായ തര്‍ക്കമാണ് കൊലപാതകത്തില്‍ കലാശിച്ചതെന്നുമാണ് വിവരം
[4] വിശദാംശങ്ങളിലേക്ക്.",കൊല്ലപ്പെട്ട ഹരികൃഷ്ണയും രതീഷും തമ്മിൽ പ്രണയത്തിലായിരുന്നെന്നും മറ്റൊരു യുവാവുമായുള്ള ബന്ധത്തെ തുടർന്നുണ്ടായ തർക്കമാണ് കൊലപാതകത്തിൽ കലാശിച്ചതെന്നുമാണ് വിവരം. അവിവാഹിതയായ ഭാര്യ സഹോദരിയെ കൊലപ്പെടുത്തിയതാണെന്ന് അറസ്റ്റിലായ സഹോദരി ഭർത്താന് പുത്തൻകാട്ടിൽ രതീഷ് സമ്മതിച്ചു.,"0, 1, 2"
67885,"[0] തിരുവനന്തപുരം: മുഖ്യമന്ത്രിക്കെതിരായ ലൈംഗിക ആരോപണം ഉള്‍ക്കൊള്ളുന്ന കത്ത് തന്റേത് തന്നെയാണെന്നും ജയിലില്‍ വെച്ച് താനെഴുതിയതാണെന്നും സോളാര്‍ കേസിലെ പ്രതി സരിത എസ് നായര്‍
[1] കത്ത് മറ്റാരോ എഴുതിയത് ആണെന്ന സരിതയുടെ മുന്‍ അഭിഭാഷകന്‍ ഫെനി ബാലകൃഷ്ണന്റെ ആരോപണത്തോട് പ്രതികരിക്കുകയായിരുന്നു അവര്‍
[2] മുഖ്യമന്ത്രിക്കെതിരായ ആരോപണങ്ങള്‍ക്ക് തെളിവായി തന്റെ കൈയ്യില്‍ ദൃശ്യങ്ങളുണ്ട്
[3] അത് പുറത്തുവിടും
[4] ആരോപണങ്ങള്‍ക്കെതിരെ കേസ് കൊടുക്കുമെന്ന് പറഞ്ഞ മുഖ്യമന്ത്രിയെ സരിത വെല്ലുവിളിച്ചു
[5] ആരോപണങ്ങള്‍ തെറ്റാണെങ്കില്‍ കേസു കൊടുക്കണം
[6] ഏത് അന്വേഷണ സംഘത്തിനും താന്‍ തെളിവുകള്‍ കൈമാറുമെന്നും സരിത പറഞ്ഞു",മുഖ്യമന്ത്രിക്കെതിരായ ലൈംഗിക ആരോപണം ഉൾക്കൊള്ളുന്ന കത്ത് തന്റേത് തന്നെയാണെന്നും ജയിലിൽ വെച്ച് താനെഴുതിയതാണെന്നും സോളാർ കേസിലെ പ്രതി സരിത എസ് നായർ. കത്ത് മറ്റാരോ എഴുതിയത് ആണെന്ന സരിതയുടെ മുൻ അഭിഭാഷകൻ ഫെനി ബാലകൃഷ്ണന്റെ ആരോപണത്തോട് പ്രതികരിക്കുകയായിരുന്നു അവർ.,"0, 1, 2"
40441,"[0] പ്രഭാതത്തിൽ ഉണ്ടാവുന്ന നെഞ്ചിനുവേദന, വിമ്മിഷ്ടം, അകാരണമായ ക്ഷീണം, വിയർപ്പ് എന്നിവയൊക്കെ ഹൃദയാഘാത ലക്ഷണമാകാൻ സാധ്യത കൂടുതലാണ്
[1] അവയെ അവഗണിക്കുകയോ നിസ്സാരവൽക്കരിക്കുകയോ ചെയ്യരുത്
[2] എത്രയും പെട്ടെന്ന്, ഒരു മണിക്കൂറിനകം ആൻജിയോപ്ലാസ്റ്റിയോ ബൈപാസോ ചെയ്യാൻ സൗകര്യമുള്ള ആശുപത്രിയിൽ എത്തിച്ച് ചികിത്സിക്കേണ്ടതാണ്
[3] അല്ലെങ്കിൽ ഹൃദയാഘാതം മൂലം മരണമടയാൻ സാധ്യത കൂടുതലാണ്
[4] രാവിലെ ഹൃദയാഘാതം ഉണ്ടാകുവാനുള്ള സാധ്യത വൈകിട്ടത്തെക്കാൾ മൂന്നിരട്ടി കൂടുതലാണെന്നു പഠനങ്ങൾ സൂചിപ്പിക്കുന്നു
[5] രാവിലെ 4 മണി മുതൽ 6 വരെയാണ് സാധ്യത കൂടുതൽ
[6] അതിനുശേഷം 12 മണി വരെ ഹൃദയാഘാത സാധ്യത കൂടിത്തന്നെ നിൽക്കുന്നു","എത്രയും പെട്ടെന്ന്, ഒരു മണിക്കൂറിനകം ആൻജിയോപ്ലാസ്റ്റിയോ ബൈപാസോ ചെയ്യാൻ സൌകര്യമുള്ള ആശുപത്രിയിൽ എത്തിച്ച് ചികിത്സിക്കേണ്ടതാണ്. ഉണ്ടാവുന്ന നെഞ്ചിനുവേദന, വിമ്മിഷ്ടം, അകാരണമായ ക്ഷീണം, വിയർപ്പ് എന്നിവയൊക്കെ ഹൃദയാഘാത ലക്ഷണമാകാൻ സാധ്യത കൂടുതലാണ്.","0, 1, 2"
36828,"[0] വെള്ളിമൂങ്ങ മലയാള സിനിമയ്ക്കു നൽകിയ ചിരിയുടെ അലകൾ ഇന്നും നമ്മളെ പിന്തുടരുന്നുണ്ട്
[1] രാഷ്ട്രീയ ആക്ഷേപ ഹാസ്യ പരിപാടികളിലെല്ലാം പലവട്ടം മാമച്ചനും കൂട്ടരും കയറിയിറങ്ങാറുണ്ട്
[2] മാമച്ചൻ മന്ത്രിയായതോടെയാണു വെള്ളമൂങ്ങ എന്ന ചിത്രം അവസാനിക്കുന്നത്
[3] സൂപ്പർ ഹിറ്റായിരുന്ന വെള്ളിമൂങ്ങയുടെ രണ്ടാം ഭാഗത്തിനായുള്ള നീക്കം അണിയറയിൽ ഒരുങ്ങിക്കഴിഞ്ഞതായാണു റിപ്പോർട്ടുകൾ
[4] മാമച്ചനായി അരങ്ങുതകർത്ത ബിജു മേനോനും സംവിധായകൻ ജിബു ജേക്കബും വെള്ളിമൂങ്ങയുടെ കഥയും തിരക്കഥയും എഴുതിയ ജോജി തോമസുമെല്ലാം രണ്ടാം ഭാഗം സംബന്ധിച്ചുള്ള ചർച്ചയിലും ചിന്തയിലുമാണ്
[5] ഹാസ്യത്തിന്റെ പുതിയൊരു തലത്തിലൂടെയായിരുന്നു വെള്ളിമൂങ്ങയുടെ സ്ക്രിപ്റ്റ് തയാറാക്കിയത്
[6] തികച്ചും ഗ്രാമീണമായ തമാശകൾ
[7] നാട്ടിൻപുറത്തിന്റെ നന്മകൾക്കൊപ്പമുള്ള ഹൃദ്യമായ കോമഡികൾ",മാമച്ചനായി അരങ്ങുതകർത്ത ബിജു മേനോനും സംവിധായകൻ ജിബു ജേക്കബും വെള്ളിമൂങ്ങയുടെ കഥയും തിരക്കഥയും എഴുതിയ ജോജി തോമസുമെല്ലാം രണ്ടാം ഭാഗം സംബന്ധിച്ചുള്ള ചർച്ചയിലും ചിന്തയിലുമാണ്. സൂപ്പർ ഹിറ്റായിരുന്ന വെള്ളിമൂങ്ങയുടെ രണ്ടാം ഭാഗത്തിനായുള്ള നീക്കം അണിയറയിൽ ഒരുങ്ങിക്കഴിഞ്ഞതായാണു റിപ്പോർട്ടുകൾ.,"0, 1, 2"
