sentence,label,Article_ID,Sentence_Index,Total_Sentences,Role,Specificity_Score,Conditional_Future,Privacy_Security,Public_Impact
ജലനഷ്ടം കുറയ്ക്കാൻ മീറ്ററിംഗ് സംവിധാനം ശക്തമാക്കും.,0,ART_0716,11,14,GENERAL_DETAIL,0,0,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0716,12,14,GENERAL_DETAIL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0716,13,14,GENERAL_DETAIL,0,0,0,0
ഇടുക്കി: മാലിന്യ സംസ്കരണം കാര്യക്ഷമമാക്കാൻ വീടുതോറും വേർതിരിച്ച മാലിന്യ ശേഖരണം ആരംഭിക്കും.,1,ART_0717,0,14,EVENT,0,0,0,0
വീടുകൾ ജൈവവും അജൈവവുമായ മാലിന്യം വേർതിരിച്ച് നൽകണമെന്നാണ് നഗരസഭയുടെ നിർദേശം.,1,ART_0717,1,14,PUBLIC_IMPACT,0,0,0,1
പ്ലാസ്റ്റിക് മാലിന്യം കുറയ്ക്കുകയും ജൈവമാലിന്യം ശാസ്ത്രീയമായി സംസ്കരിക്കുകയുമാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.,1,ART_0717,2,14,PURPOSE_GOAL,0,0,0,0
ഹരിതകർമസേനാംഗങ്ങൾക്ക് പുതിയ സുരക്ഷാ ഉപകരണങ്ങളും പരിശീലനവും നൽകും.,0,ART_0717,3,14,GENERAL_DETAIL,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0717,4,14,GENERAL_DETAIL,0,0,0,0
പദ്ധതി വിജയകരമായാൽ എല്ലാ വാർഡുകളിലേക്കും വ്യാപിപ്പിക്കും.,0,ART_0717,5,14,POSSIBLE_FUTURE,0,1,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0717,6,14,GENERAL_DETAIL,0,0,0,0
പദ്ധതിക്കായി 75 കോടി രൂപ വകയിരുത്തിയതായി നഗരസഭ അറിയിച്ചു.,1,ART_0717,7,14,BUDGET,3,0,0,0
"ആദ്യഘട്ടത്തിൽ തിരുവനന്തപുരം, എറണാകുളം, കോഴിക്കോട് വാർഡുകളിലെ 60 വീടുകളാണ് പദ്ധതിയിൽ ഉൾപ്പെടുക.",1,ART_0717,8,14,SCALE,3,0,0,0
നിയമം പാലിക്കാത്ത സ്ഥാപനങ്ങൾക്കെതിരെ പിഴ ചുമത്തുമെന്ന് ആരോഗ്യവിഭാഗം മുന്നറിയിപ്പ് നൽകി.,0,ART_0717,9,14,PUBLIC_IMPACT,0,0,0,1
ഗതാഗത വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0717,10,14,GENERAL_DETAIL,0,0,0,0
മാലിന്യ ശേഖരണ വാഹനങ്ങളിൽ ജിപിഎസ് സംവിധാനം ഘടിപ്പിക്കും.,0,ART_0717,11,14,GENERAL_DETAIL,0,0,0,0
നിലവിലെ സംവിധാനവുമായി പുതിയ സംവിധാനം ബന്ധിപ്പിക്കുന്നതിനുള്ള നടപടികൾ പുരോഗമിക്കുകയാണ്.,0,ART_0717,12,14,GENERAL_DETAIL,0,0,0,0
ജനങ്ങളുടെ സഹകരണമില്ലാതെ പദ്ധതി വിജയിക്കില്ലെന്ന് മേയർ പറഞ്ഞു.,0,ART_0717,13,14,GENERAL_DETAIL,0,0,0,0
പാലക്കാട്: തുടർച്ചയായ മഴയെ തുടർന്ന് ജില്ലയിലെ പ്രധാന ജലാശയങ്ങളിലെ ജലനിരപ്പ് ഉയരുന്നു.,1,ART_0718,0,13,EVENT,1,0,0,0
ജനങ്ങൾ അഭ്യൂഹങ്ങൾ വിശ്വസിക്കാതെ ഔദ്യോഗിക അറിയിപ്പുകൾ മാത്രം പിന്തുടരണമെന്ന് അധികൃതർ നിർദേശിച്ചു.,1,ART_0718,1,13,PUBLIC_IMPACT,0,0,0,0
"പാലാരിവട്ടം, വൈറ്റില, ഇടപ്പള്ളി, കലൂർ പ്രദേശങ്ങളിൽ യെല്ലോ അലർട്ട് പ്രഖ്യാപിച്ചതായി കേന്ദ്ര കാലാവസ്ഥാ വകുപ്പ് അറിയിച്ചു.",1,ART_0718,2,13,SCALE,0,0,0,0
താഴ്ന്ന പ്രദേശങ്ങളിൽ താമസിക്കുന്നവർ ജാഗ്രത പാലിക്കണമെന്ന് അധികൃതർ മുന്നറിയിപ്പ് നൽകി.,0,ART_0718,3,13,PUBLIC_IMPACT,0,0,0,1
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0718,4,13,GENERAL_DETAIL,0,0,0,0
അടുത്ത 12 മണിക്കൂർ നിർണായകമാണെന്ന് ഉദ്യോഗസ്ഥർ പറഞ്ഞു.,0,ART_0718,5,13,GENERAL_DETAIL,3,0,0,0
ആരോഗ്യ വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0718,6,13,GENERAL_DETAIL,0,0,0,0
മലയോര മേഖലകളിൽ മണ്ണിടിച്ചിൽ ഭീഷണി നിലനിൽക്കുന്നതിനാൽ അനാവശ്യ യാത്രകൾ ഒഴിവാക്കണമെന്ന് ദുരന്തനിവാരണ വിഭാഗം അറിയിച്ചു.,1,ART_0718,7,13,RISK_IMPACT,0,0,0,0
മഴക്കെടുതി കുറയ്ക്കാനും പൊതുജനങ്ങളുടെ സുരക്ഷ ഉറപ്പാക്കാനും മുൻകരുതൽ നടപടികൾ ശക്തമാക്കിയതായി ജില്ലാ ഭരണകൂടം വ്യക്തമാക്കി.,1,ART_0718,8,13,PURPOSE_GOAL,1,0,0,1
സ്കൂൾ വിദ്യാർത്ഥികൾക്കും തൊഴിലാളികൾക്കും സുരക്ഷ ഉറപ്പാക്കാൻ പ്രാദേശിക ഭരണകൂടം നിരീക്ഷണം ആരംഭിച്ചു.,0,ART_0718,9,13,GENERAL_DETAIL,0,0,0,0
മഴ ശക്തമായി തുടരുകയാണെങ്കിൽ ചില ഭാഗങ്ങളിൽ ഗതാഗത നിയന്ത്രണം ഏർപ്പെടുത്താൻ സാധ്യതയുണ്ട്.,0,ART_0718,10,13,POSSIBLE_FUTURE,0,1,0,0
ആവശ്യമായാൽ ദുരിതാശ്വാസ ക്യാമ്പുകൾ തുറക്കാനുള്ള ഒരുക്കങ്ങൾ പൂർത്തിയായതായി ജില്ലാ ഭരണകൂടം വ്യക്തമാക്കി.,0,ART_0718,11,13,GENERAL_DETAIL,1,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0718,12,13,GENERAL_DETAIL,0,0,0,0
വയനാട്: സ്കൂൾ പരിസരങ്ങളിലെ റോഡ് സുരക്ഷ മെച്ചപ്പെടുത്താൻ പുതിയ സുരക്ഷാ പദ്ധതി ആരംഭിച്ചു.,1,ART_0719,0,13,EVENT,0,0,0,0
"ആദ്യഘട്ടത്തിൽ മഞ്ചേരി, തിരൂർ, പൊന്നാനി മേഖലകളിലെ 10 സ്കൂളുകളിലാണ് പദ്ധതി നടപ്പാക്കുക.",1,ART_0719,1,13,SCALE,3,0,0,0
വിദ്യാർത്ഥികളുടെ സുരക്ഷ ഉറപ്പാക്കുകയും സ്കൂൾ സമയത്തെ ഗതാഗത അപകടങ്ങൾ കുറയ്ക്കുകയും ചെയ്യുകയാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.,1,ART_0719,2,13,PURPOSE_GOAL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0719,3,13,GENERAL_DETAIL,0,0,0,0
നിലവിലുള്ള പാർക്കിംഗ് പ്രശ്നങ്ങൾ പരിഹരിക്കാൻ പ്രത്യേക യോഗം ചേരും.,0,ART_0719,4,13,GENERAL_DETAIL,0,0,0,0
നിലവിലെ സംവിധാനവുമായി പുതിയ സംവിധാനം ബന്ധിപ്പിക്കുന്നതിനുള്ള നടപടികൾ പുരോഗമിക്കുകയാണ്.,0,ART_0719,5,13,GENERAL_DETAIL,0,0,0,0
പദ്ധതി വിജയകരമായാൽ കൂടുതൽ സ്കൂളുകളിലേക്ക് വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0719,6,13,POSSIBLE_FUTURE,0,1,0,0
സ്കൂൾ ബസുകൾക്ക് വേഗപരിധി നിർബന്ധമാക്കുകയും ഡ്രൈവർമാർക്ക് പ്രത്യേക പരിശീലനം നൽകുകയും ചെയ്യും.,1,ART_0719,7,13,PUBLIC_IMPACT,0,0,0,0
പദ്ധതിക്കായി 5 കോടി രൂപ വകയിരുത്തിയതായി വിദ്യാഭ്യാസ വകുപ്പ് അറിയിച്ചു.,1,ART_0719,8,13,BUDGET,3,0,0,0
രക്ഷിതാക്കൾ കുട്ടികളെ റോഡിന്റെ നടുവിൽ ഇറക്കിവിടരുതെന്ന് നിർദേശം നൽകി.,0,ART_0719,9,13,PUBLIC_IMPACT,0,0,0,1
പൊതുജനങ്ങളിൽ ബോധവൽക്കരണ പരിപാടികൾ നടത്തും.,0,ART_0719,10,13,GENERAL_DETAIL,0,0,0,1
സ്കൂൾ പ്രവേശന കവാടങ്ങളിൽ സീബ്രാ ക്രോസിങ്ങും മുന്നറിയിപ്പ് ബോർഡുകളും സ്ഥാപിക്കും.,0,ART_0719,11,13,PUBLIC_IMPACT,0,0,0,1
രാവിലെക്കും വൈകിട്ടും പൊലീസ് നിരീക്ഷണം ശക്തമാക്കുമെന്ന് അധികൃതർ പറഞ്ഞു.,0,ART_0719,12,13,GENERAL_DETAIL,0,0,0,0
കാസർഗോഡ്: മാലിന്യ സംസ്കരണം കാര്യക്ഷമമാക്കാൻ വീടുതോറും വേർതിരിച്ച മാലിന്യ ശേഖരണം ആരംഭിക്കും.,1,ART_0720,0,13,EVENT,0,0,0,0
പ്ലാസ്റ്റിക് മാലിന്യം കുറയ്ക്കുകയും ജൈവമാലിന്യം ശാസ്ത്രീയമായി സംസ്കരിക്കുകയുമാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.,1,ART_0720,1,13,PURPOSE_GOAL,0,0,0,0
"ആദ്യഘട്ടത്തിൽ ഫോർട്ട് കൊച്ചി, മട്ടാഞ്ചേരി, തേവര വാർഡുകളിലെ 30 വീടുകളാണ് പദ്ധതിയിൽ ഉൾപ്പെടുക.",1,ART_0720,2,13,SCALE,3,0,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0720,3,13,GENERAL_DETAIL,0,0,0,0
പ്ലാസ്റ്റിക് ശേഖരണത്തിനായി പ്രത്യേക കേന്ദ്രങ്ങൾ തുറക്കും.,0,ART_0720,4,13,GENERAL_DETAIL,0,0,0,0
നിയമം പാലിക്കാത്ത സ്ഥാപനങ്ങൾക്കെതിരെ പിഴ ചുമത്തുമെന്ന് ആരോഗ്യവിഭാഗം മുന്നറിയിപ്പ് നൽകി.,0,ART_0720,5,13,PUBLIC_IMPACT,0,0,0,1
ഹരിതകർമസേനാംഗങ്ങൾക്ക് പുതിയ സുരക്ഷാ ഉപകരണങ്ങളും പരിശീലനവും നൽകും.,0,ART_0720,6,13,GENERAL_DETAIL,0,0,0,0
പദ്ധതിക്കായി 60 കോടി രൂപ വകയിരുത്തിയതായി നഗരസഭ അറിയിച്ചു.,1,ART_0720,7,13,BUDGET,3,0,0,0
വീടുകൾ ജൈവവും അജൈവവുമായ മാലിന്യം വേർതിരിച്ച് നൽകണമെന്നാണ് നഗരസഭയുടെ നിർദേശം.,1,ART_0720,8,13,PUBLIC_IMPACT,0,0,0,1
പദ്ധതി വിജയകരമായാൽ എല്ലാ വാർഡുകളിലേക്കും വ്യാപിപ്പിക്കും.,0,ART_0720,9,13,POSSIBLE_FUTURE,0,1,0,0
ജനങ്ങളുടെ സഹകരണമില്ലാതെ പദ്ധതി വിജയിക്കില്ലെന്ന് മേയർ പറഞ്ഞു.,0,ART_0720,10,13,GENERAL_DETAIL,0,0,0,0
മാലിന്യ ശേഖരണ വാഹനങ്ങളിൽ ജിപിഎസ് സംവിധാനം ഘടിപ്പിക്കും.,0,ART_0720,11,13,GENERAL_DETAIL,0,0,0,0
നിലവിലെ സംവിധാനവുമായി പുതിയ സംവിധാനം ബന്ധിപ്പിക്കുന്നതിനുള്ള നടപടികൾ പുരോഗമിക്കുകയാണ്.,0,ART_0720,12,13,GENERAL_DETAIL,0,0,0,0
കൊല്ലം: നഗരത്തിലെ ഗതാഗതക്കുരുക്ക് കുറയ്ക്കുന്നതിനായി പുതിയ ഇലക്ട്രിക് ബസ് സർവീസുകൾ ആരംഭിച്ചു.,1,ART_0721,0,13,EVENT,0,0,0,0
ആദ്യഘട്ടത്തിൽ പ്രധാനപ്പെട്ട 10 റൂട്ടുകളിലാണ് ബസുകൾ ഓടിത്തുടങ്ങിയത്.,1,ART_0721,1,13,SCALE,4,0,0,0
പദ്ധതിയുടെ ഭാഗമായി പഴയ ഡീസൽ ബസുകൾ ഘട്ടംഘട്ടമായി പിൻവലിക്കും.,1,ART_0721,2,13,OFFICIAL_RESPONSE,0,0,0,0
ആദ്യ ദിവസത്തെ സർവീസുകളിൽ യാത്രക്കാരുടെ പങ്കാളിത്തം തൃപ്തികരമായിരുന്നുവെന്ന് അധികൃതർ വ്യക്തമാക്കി.,0,ART_0721,3,13,GENERAL_DETAIL,0,0,0,1
ബസ് സ്റ്റോപ്പുകളിൽ സമയക്രമം പ്രദർശിപ്പിക്കുന്ന ഡിജിറ്റൽ ബോർഡുകളും സ്ഥാപിക്കും.,0,ART_0721,4,13,GENERAL_DETAIL,0,0,0,0
പദ്ധതി വിജയകരമായാൽ സമീപ നഗരങ്ങളിലേക്കും സമാന സർവീസുകൾ ആരംഭിക്കാനാണ് തീരുമാനം.,0,ART_0721,5,13,POSSIBLE_FUTURE,0,1,0,0
വിദ്യാർത്ഥികൾക്കും സ്ഥിരം യാത്രക്കാർക്കും ഇളവുകൾ നൽകുന്നതിനെക്കുറിച്ച് അധികൃതർ ആലോചിക്കുന്നു.,0,ART_0721,6,13,POSSIBLE_FUTURE,0,1,0,0
രാവിലെയും വൈകിട്ടും തിരക്കേറിയ സമയങ്ങളിൽ അധിക സർവീസുകൾ നടത്തുമെന്ന് ഗതാഗത വകുപ്പ് അറിയിച്ചു.,1,ART_0721,7,13,PUBLIC_IMPACT,0,0,0,0
ഇന്ധനച്ചെലവ് കുറയ്ക്കാനും വായു മലിനീകരണം നിയന്ത്രിക്കാനും പദ്ധതി സഹായകരമാകുമെന്ന് ഗതാഗത വകുപ്പ് വ്യക്തമാക്കി.,1,ART_0721,8,13,PURPOSE_GOAL,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0721,9,13,GENERAL_DETAIL,0,0,0,0
"പുതിയ ബസുകളിൽ ജിപിഎസ് സംവിധാനം, സിസിടിവി ക്യാമറ, ഡിജിറ്റൽ ടിക്കറ്റ് സൗകര്യം എന്നിവ ഒരുക്കിയിട്ടുണ്ട്.",0,ART_0721,10,13,GENERAL_DETAIL,1,0,0,0
ഡ്രൈവർമാർക്കും കണ്ടക്ടർമാർക്കും പ്രത്യേക പരിശീലനം നൽകിയതായി ഉദ്യോഗസ്ഥർ അറിയിച്ചു.,0,ART_0721,11,13,IMPLEMENTATION_DETAIL,0,0,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0721,12,13,GENERAL_DETAIL,0,0,0,0
പാലക്കാട്: മാലിന്യ സംസ്കരണം കാര്യക്ഷമമാക്കാൻ വീടുതോറും വേർതിരിച്ച മാലിന്യ ശേഖരണം ആരംഭിക്കും.,1,ART_0722,0,14,EVENT,0,0,0,0
പ്ലാസ്റ്റിക് ശേഖരണത്തിനായി പ്രത്യേക കേന്ദ്രങ്ങൾ തുറക്കും.,0,ART_0722,1,14,GENERAL_DETAIL,0,0,0,0
ഹരിതകർമസേനാംഗങ്ങൾക്ക് പുതിയ സുരക്ഷാ ഉപകരണങ്ങളും പരിശീലനവും നൽകും.,0,ART_0722,2,14,GENERAL_DETAIL,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0722,3,14,GENERAL_DETAIL,0,0,0,0
പദ്ധതി വിജയകരമായാൽ എല്ലാ വാർഡുകളിലേക്കും വ്യാപിപ്പിക്കും.,0,ART_0722,4,14,POSSIBLE_FUTURE,0,1,0,0
പ്ലാസ്റ്റിക് മാലിന്യം കുറയ്ക്കുകയും ജൈവമാലിന്യം ശാസ്ത്രീയമായി സംസ്കരിക്കുകയുമാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.,1,ART_0722,5,14,PURPOSE_GOAL,0,0,0,0
പദ്ധതിക്കായി 45 കോടി രൂപ വകയിരുത്തിയതായി നഗരസഭ അറിയിച്ചു.,1,ART_0722,6,14,BUDGET,3,0,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0722,7,14,GENERAL_DETAIL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0722,8,14,GENERAL_DETAIL,0,0,0,0
നിയമം പാലിക്കാത്ത സ്ഥാപനങ്ങൾക്കെതിരെ പിഴ ചുമത്തുമെന്ന് ആരോഗ്യവിഭാഗം മുന്നറിയിപ്പ് നൽകി.,0,ART_0722,9,14,PUBLIC_IMPACT,0,0,0,1
ജനങ്ങളുടെ സഹകരണമില്ലാതെ പദ്ധതി വിജയിക്കില്ലെന്ന് മേയർ പറഞ്ഞു.,0,ART_0722,10,14,GENERAL_DETAIL,0,0,0,0
മാലിന്യ ശേഖരണ വാഹനങ്ങളിൽ ജിപിഎസ് സംവിധാനം ഘടിപ്പിക്കും.,0,ART_0722,11,14,GENERAL_DETAIL,0,0,0,0
വീടുകൾ ജൈവവും അജൈവവുമായ മാലിന്യം വേർതിരിച്ച് നൽകണമെന്നാണ് നഗരസഭയുടെ നിർദേശം.,1,ART_0722,12,14,PUBLIC_IMPACT,0,0,0,1
"ആദ്യഘട്ടത്തിൽ മഞ്ചേരി, തിരൂർ, പൊന്നാനി വാർഡുകളിലെ 75 വീടുകളാണ് പദ്ധതിയിൽ ഉൾപ്പെടുക.",1,ART_0722,13,14,SCALE,3,0,0,0
കോഴിക്കോട്: ഓൺലൈൻ തട്ടിപ്പ് പരാതികൾ വർധിച്ചതിനെ തുടർന്ന് സൈബർ സുരക്ഷാ ബോധവൽക്കരണ കാമ്പയിൻ ആരംഭിച്ചു.,1,ART_0723,0,15,EVENT,0,0,0,0
"വ്യാജ ലിങ്കുകൾ, ഒടിപി തട്ടിപ്പ്, നിക്ഷേപ വാഗ്ദാനങ്ങൾ എന്നിവയെക്കുറിച്ച് പൊതുജനങ്ങളെ മുന്നറിയിപ്പുകൽപ്പിക്കുകയാണ് ലക്ഷ്യം.",1,ART_0723,1,15,PURPOSE_GOAL,0,0,0,1
"ആദ്യഘട്ടത്തിൽ പേരൂർക്കട, കഴക്കൂട്ടം, നെയ്യാറ്റിൻകര മേഖലകളിലെ കോളേജുകൾ, ബാങ്കുകൾ, വ്യാപാരകേന്ദ്രങ്ങൾ എന്നിവിടങ്ങളിലാണ് കാമ്പയിൻ നടത്തുക.",1,ART_0723,2,15,SCALE,1,0,0,0
ബോധവൽക്കരണ പരിപാടികൾ വിജയകരമായാൽ സംസ്ഥാനതലത്തിൽ വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0723,3,15,POSSIBLE_FUTURE,0,1,0,0
വിദ്യാർത്ഥികൾക്കും മുതിർന്ന പൗരന്മാർക്കും പ്രത്യേക ക്ലാസുകൾ സംഘടിപ്പിക്കും.,0,ART_0723,4,15,GENERAL_DETAIL,0,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0723,5,15,GENERAL_DETAIL,0,0,0,0
സോഷ്യൽ മീഡിയയിലൂടെ ലഭിക്കുന്ന നിക്ഷേപ സന്ദേശങ്ങൾ പരിശോധിക്കാതെ വിശ്വസിക്കരുതെന്ന് മുന്നറിയിപ്പ് നൽകി.,0,ART_0723,6,15,PUBLIC_IMPACT,0,0,0,1
സൈബർ തട്ടിപ്പിന് ഇരയായാൽ ഉടൻ 1930 എന്ന ഹെൽപ്‌ലൈൻ നമ്പറിൽ പരാതി നൽകണമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0723,7,15,PUBLIC_IMPACT,3,0,0,1
"അപരിചിതരോട് ഒടിപി, ബാങ്ക് വിവരങ്ങൾ, പാസ്‌വേഡ് എന്നിവ പങ്കിടരുതെന്ന് പൊലീസ് നിർദേശിച്ചു.",1,ART_0723,8,15,PUBLIC_IMPACT,0,0,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0723,9,15,GENERAL_DETAIL,0,0,0,0
ബാങ്കുകളുമായി ചേർന്ന് തട്ടിപ്പ് ഇടപാടുകൾ തടയാനുള്ള സംവിധാനം ശക്തമാക്കും.,0,ART_0723,10,15,GENERAL_DETAIL,0,0,0,0
വൈദ്യുതി വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0723,11,15,GENERAL_DETAIL,0,0,0,0
നിലവിലെ സംവിധാനവുമായി പുതിയ സംവിധാനം ബന്ധിപ്പിക്കുന്നതിനുള്ള നടപടികൾ പുരോഗമിക്കുകയാണ്.,0,ART_0723,12,15,GENERAL_DETAIL,0,0,0,0
കഴിഞ്ഞ മാസം മാത്രം ജില്ലയിൽ 12 പരാതികൾ ലഭിച്ചതായി സൈബർ സെൽ വ്യക്തമാക്കി.,0,ART_0723,13,15,GENERAL_DETAIL,3,0,0,0
പരാതി രജിസ്റ്റർ ചെയ്യാൻ ഓൺലൈൻ പോർട്ടലും ഉപയോഗിക്കാമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0723,14,15,GENERAL_DETAIL,0,0,0,0
തിരുവനന്തപുരം: സർക്കാർ ആശുപത്രികളിൽ ഡിജിറ്റൽ ആരോഗ്യ കാർഡ് സംവിധാനം ഘട്ടംഘട്ടമായി നടപ്പാക്കുമെന്ന് ആരോഗ്യ വകുപ്പ് അറിയിച്ചു.,1,ART_0724,0,16,EVENT,0,0,0,0
"രോഗികളുടെ ചികിത്സാ ചരിത്രം, പരിശോധനാഫലങ്ങൾ, മരുന്ന് വിവരങ്ങൾ എന്നിവ ഏകീകൃത ഡിജിറ്റൽ രേഖയായി സൂക്ഷിക്കുന്നതാണ് പദ്ധതിയുടെ പ്രധാന ലക്ഷ്യം.",1,ART_0724,1,16,PURPOSE_GOAL,0,0,0,0
രോഗികളുടെ വിവരസുരക്ഷ ഉറപ്പാക്കാൻ പ്രത്യേക എൻക്രിപ്ഷൻ സംവിധാനം ഉപയോഗിക്കുമെന്ന് അധികൃതർ അറിയിച്ചു.,1,ART_0724,2,16,PRIVACY_SECURITY,0,0,1,0
വൈദ്യുതി വകുപ്പ് ഉദ്യോഗസ്ഥർ സ്ഥലത്തെത്തി പ്രാഥമിക പരിശോധന നടത്തി.,0,ART_0724,3,16,GENERAL_DETAIL,0,0,0,0
പ്രായമായവർക്കും സ്മാർട്ട്‌ഫോൺ ഉപയോഗിക്കാൻ ബുദ്ധിമുട്ടുള്ളവർക്കും സഹായകേന്ദ്രങ്ങൾ ആശുപത്രികളിൽ ഒരുക്കും.,0,ART_0724,4,16,GENERAL_DETAIL,0,0,0,0
ആശുപത്രി ജീവനക്കാർക്കും ഡോക്ടർമാർക്കും പുതിയ സോഫ്റ്റ്‌വെയർ ഉപയോഗിക്കുന്നതിനുള്ള പരിശീലനം അടുത്ത ആഴ്ച ആരംഭിക്കും.,0,ART_0724,5,16,IMPLEMENTATION_DETAIL,0,0,0,0
പദ്ധതിയുടെ പുരോഗതി വിലയിരുത്താൻ സംസ്ഥാനതല നിരീക്ഷണ സമിതി രൂപീകരിക്കും.,0,ART_0724,6,16,GENERAL_DETAIL,0,0,0,0
"ആദ്യഘട്ടത്തിൽ കട്ടപ്പന, അടിമാലി, മൂന്നാർ ജില്ലകളിലെ തിരഞ്ഞെടുക്കപ്പെട്ട ആശുപത്രികളിലാണ് പദ്ധതി ആരംഭിക്കുക.",1,ART_0724,7,16,SCALE,2,0,0,0
പദ്ധതിക്കായി ആദ്യഘട്ടത്തിൽ 30 കോടി രൂപ അനുവദിച്ചതായി ധനവകുപ്പ് വ്യക്തമാക്കി.,1,ART_0724,8,16,BUDGET,4,0,0,0
പദ്ധതിയുടെ വിശദമായ മാർഗനിർദേശങ്ങൾ പിന്നീട് പ്രസിദ്ധീകരിക്കും.,0,ART_0724,9,16,GENERAL_DETAIL,0,0,0,0
ഗ്രാമപ്രദേശങ്ങളിലെ ഇന്റർനെറ്റ് സൗകര്യം മെച്ചപ്പെടുത്തേണ്ടത് പദ്ധതിയുടെ വിജയത്തിന് നിർണായകമാണെന്ന് വിദഗ്ധർ അഭിപ്രായപ്പെട്ടു.,0,ART_0724,10,16,REACTION_BACKGROUND,0,0,0,0
സാങ്കേതിക പ്രശ്നങ്ങൾ റിപ്പോർട്ട് ചെയ്യാൻ പ്രത്യേക ഹെൽപ്‌ലൈൻ ആരംഭിക്കുമെന്നും ആരോഗ്യ വകുപ്പ് അറിയിച്ചു.,0,ART_0724,11,16,GENERAL_DETAIL,1,0,0,1
ആദ്യഘട്ടം വിജയകരമായാൽ ആറുമാസത്തിനകം എല്ലാ ജില്ലാ ആശുപത്രികളിലേക്കും സംവിധാനം വ്യാപിപ്പിക്കാനാണ് തീരുമാനം.,0,ART_0724,12,16,POSSIBLE_FUTURE,1,1,0,0
പ്രാദേശിക സംഘടനകളുമായി ചർച്ച നടത്തിയ ശേഷം അന്തിമ പട്ടിക തയ്യാറാക്കും.,0,ART_0724,13,16,GENERAL_DETAIL,0,0,0,0
ജനങ്ങളുടെ പ്രതികരണം പരിശോധിച്ച ശേഷം കൂടുതൽ മാറ്റങ്ങൾ വരുത്തുമെന്ന് അധികൃതർ അറിയിച്ചു.,0,ART_0724,14,16,GENERAL_DETAIL,0,0,0,0
